,Comentario,Score
528,"Llegue muy temprano al hotel conozco las políticas de los hoteles misión pues continuamente me hospedo en varias ciudades, se que la entrada es a las 3 de la tarde sin embargo llegue temprano para confirmar mi reservación y de paso pedirles de favor que me pudieran guardar el equipaje en lo que desayunaba y hacia unas diligencias, para empezar el recepcionista de mala gana me atendio, le pedi que me guardara el equipaje y se negó rotundamente pues me comento que solo podía hacerlo una vez que estuviera hospedado,¿¿¿???, despues le pedi que me confirmara mi reservacion y me dijo que solo podía hacerlo hasta las 3 de la tarde a lo que le recordé que me hospedaria hasta esa hora, únicamente requería que me confirmara que efectivamente mi reservación estaba hecha, como no me quiso",1
529,las verdad se los recomiendo es muy cómoda pasaran una estancia cálida y placentera lo mas bueno es también el restaurante el bufete por la mañana es delicioso.... el personal es atento es un buen lugar para pasar una estancia familiar,4
530,"Las habitaciones huelen mal, focos fundidos, internet malo, no hay secadora de cabello, no es 4 estrellas. Me asignaron habitacion en el piso 6 y segun entedi eras las mejores, no quiero saber como son las otras",1
531,"Fachada que promete habitaciones que deprimen... deja mucho que desear, hab. Muy chica, sin tocador, sin plancha, solamente 6 ganchos para colgar tu ropa, esos si, la comida está bien y buen servicio de los meseros, pero desgraciadamente por más buen servicio que tenga no harán que regrese a ese hotel.... Monterrey es de lo mejor....",3
532,"Escogi un hotel en el centro, ya que es muy conveniente si vas a tramitar visa Americana, a solo 2 cuadras y media del CAS, reserve en linea, el check in fue rapido y sin problema, el hotel ya tiene sus anios, las habitaciones son pequenas, suficiente para llegar a dormir, tuve un ligero detalle sin importancia y Daniel (la persona de recepcion) estuvo muy al pendiente de resolver la situacion, incluso el toma decisiones sabiendo que es por tener contento al huesped, al final decidimos permanecer en la misma habitacion, le agradeci mucho a Daniel su espiritu de servicio, piensa como el dueno. Definitivamente volvere.",4
533,Si tu intención es estar a una distancia caminable de la Marcoplaza y del Barrio Antiguo de Monterrey a un costo razonable sin altas expectativas de confort y servicio ésta puedes ser una muy buena opción. El hotel cuenta con estacionamiento e internet gratis en la habitación. Sus habitaciones son bastante austeras en cuanto a decoración y confort aunque las instalaciones son algo viejas. No tienes caja de seguridad en la habitación y el control de aire acondicionado sólo te permite encender o apagar (no te permite regular la temperatura o la velocidad del ventilador). Los colchones y almohadas me parecieron suficientemente cómodos. El nivel de ruido en la habitación del tercer piso con la ventana cerrada y el A/C prendido te permite un buen descanso. La primera sorpresa no,3
534,"Las habitaciones sencillas son muy pequeñas, sin embargo la Suite esta bastante amplia y cómoda, en cuanto a la ubicación es perfecta porque está a dos calles del metro! El desayuno es bueno aunque creo q pueden mejorar!! Y remodelar un poco el hotel.",4
535,"El servicio es deficiente para lo que se esperaría de un hotel que se supone es de cuatro estrellas. No me parece lógico tener que bajar un piso para usar el elevador, porque el botón del piso donde estoy no sirve. Tampoco me parece decente tener que escuchar la discusión de una pareja a la una de la mañana, señal de que las paredes son demasiado delgadas. Eso, sin contar que cuando llamé para quejarme, en la recepción simplemente se comportaron como si les importara poco y tardaron en tomar medidas. Su desayuno tampoco es una maravilla. En síntesis, no recomiendo este hotel para nada.",2
536,"El hotel tiene una ubicación estratégica si vas de paseo o por compromisos escolares o de trabajo, esta cerca de la estación del metro y al rededor hay una infinidad de negocios, cerca de la macropalza, la relación costo - beneficio es muy buena, los cuartos son un poco pequeños pero limpios y agradables, el personal es muy amable.",5
537,"El hotel se encuentra en una excelente ubicación. Cuenta con disponibilidad en el servicio de taxi las 24 horas del día, habitaciones y baños amplios. El servicio de limpieza excelente. Con respecto al restuarant, la comida deliciosa, excelente trato y servicio. Cumplio con mis expectativas. Lo recomiendo al 100",5
538,"El hotel está en excelente ubicación, con taxi las 24 horas del día, la limpieza impera en todos los rincones, la atención fue personalizada, las habitaciones muy completas y con excelente servicio de limpieza, la tarifa no se diga fue muy accesible para las 20 personas que me acompañaron y fue una gran noche de negocios, es la tercera ovación en que nos sopesamos en menos de un año y lo volveríamos a hacer",5
539,"Las habitaciones y los baños tienen el tamaño adecuado, si bien el hotel tiene sus años el personal se esmera en proporcionar un buen servicio, todo está muy limpio y el desayuno bufete cumple muy bien con los alimentos típicos de Monterrey. En mi opinión la diferencia con otros hoteles la hace definitivamente la atención de todo su personal.",5
540,"Muy buen trato del personal,lo recomiendo muy ampliamente, además esta en el mero centro de Monterrey por lo que cualquier cosa que necesites la tienes prácticamnte a la mano, sin lugar una excelente opción para viajes de negocio en Monterrey",5
541,"Excelente calidad en el servicio al cliente, excelente ubicación para pasar unas vacaciones en la ciudad de Monterrey, altamente recomendable para cualquier tipo de visita. Siempre me hospedo en hotel mision por sus atenciones.",5
542,"Me recibió muy bien el personal de recepción, excelente ubicación en el centro de la ciudad, el desayuno incluido en la tarifa, la suite muy amplia y limpia, el primer tramite para solicitar mi visa esta a 2 cuadras",5
543,"Muy buena ubicación, a poca distancia de la macroplaza para ir a festejar el triunfo de Tigres. Las habitaciones tienen buen espacio. El servicio en restaurante ha mejorado mucho comparado con mis visitas anteriores, en general vi cambios positivos que me dejan con un buen sabor de boca. Gracias por su hospitalidad.",4
544,"Me encantó el trató de Atziri yv su v equipo para reservar, trasladarme y servicios que o ocupamos, no tuve ningún contratiempo en mis actividades gracias a las facilidades brindadas. Altamente recomendable.",5
545,"Buen hotel perfectamente ubicado en el centro de la ciudad, las habitaciones son amplias y limpias. El buffet del desayuno es bueno y variado, además de que la atención que dan es perfecta. Lo recomiendo, regresaría a hospedarme en mi siguiente viaje.",4
546,"Fue una gran experiencia, excelente servicio, hospitalidad de primera , muy bonito el hotel y sus habitaciones, el personal muy gentil y profesional visite a grandes amigos Felicidades! El de Macallen esta tambien SUPER se los recomiendo,",5
547,"Quiero recomendar AMPLIAMENTE este hotel, la atención de recepción, el servicio de limpieza, las instalaciones, que por cierto han estado en remodelación, (lo se porque no es la primera vez que me hospedo aquí)! Aparte los desayunos muy ricos con mucha variedad! La ubicacion del hotel excelente!!!!!",5
548,"Mi pareja y yo queríamos algo diferente para el inicio del año, Este hotel fue nuestro cómplice en la aventura. Las habitaciones son silenciosas y limpias, para la cena romántica en el restaurante con una comida deliciosa y con muy buen servicio, el ambiente y con la mejor ubicación para diversión, compras y paseo.",5
549,"Desde la llegada la atención fue muy amable, fui con mi familia a pasar fin de año a monterrey y no me equivoque en la elección. Nos sentimos muy a gusto y protegidos. Las habitaciones están muy cómodas y confortables, siempre limpias. La comida del restaurante exquisita y con una atención que te hace sentir como en casa.",5
550,Personal de recepción PÉSIMO sin buen trato a los cliente Calidad precio/comodidad desastroso después del mal servicio que recibimos La calefacción no sirve aunque el personal de mantenimiento indicó que después de 30 minutos funcionaría bien y no sucedió No hubo agua caliente para bañarse además de que la llave para accionar la regadera estaba desprendida e imposible de hacer que funcionara Nos prestaron otra habitación PERO HO HABÍA AGUA CALIENTE!!!!!!! En el desayuno los huevos frits que sirvieron estaban crudos,1
551,La relación precio calidad es buena. Está muy bien ubicado. El hotel se ve antiguo pero le han invertido al mantenimiento. Habitaciones comodas. Desayuno bufete es muy rico. El unico detalle fue la recepcionista y personal de recepción poco amable y con mala cara.,4
552,"es un hotel ya viejo que le falta dar un toque de modernismo, la habitación ya un poco vieja pero funcional, la cama muy comoda en la habitación que me toco, el personal me dio mucho a desear ya que no le dan ese toque de calidez, el personal de recepción muy tosco nada amables, de igual forma en restaurante el personal muy lento y los días que estuve ni siquieran se acercaban a ti para ofrecerte una bebida, como el desayuno era bufet hasta que te acercabas a barra ya te atendían",4
553,"El hotel es ¡¡¡¡¡HORRIBLE!!!!! en todos los sentidos, empezando con la atención del personal de recepción, me atendió una chica con un genio que deja mucho que desear que contestaba mal para cualquier pregunta que se le hiciera, los elevadores son de hace tres décadas y cuando te subes se mueve como si fuera a caerse, los botones no sirven y no tiene ventilación, los pasillos de los cuartos huelen demasiado a desodorante de cuartos, las habitaciones están muy mal distribuidas y huelen a una humedad penetrante, las alfombras están manchadas por todos lados y las sabanas de las camas hueles a perfume, los baños están desgastados y mal cuidados, el aire acondicionado no enfriaba y el internet era ¡¡PESIMO!!, no podía ni conectarme, es un lugar donde jamás pensaré quedarme",1
554,"Habia tenido la oportunidad de hopedarte en otros Hoteles de esta cadena con opiniones muy favorables de cada uno de ellos, hasta que me deje llevar por la experiencia en esta cadena y esperando la misma calidad. Pero sorpresa este hotel deja mucho que desear (Habitación con olores raros, las sabanas olian mal, mala atención y comida en el Restaurant fuera del desayuno. solo la atención de recepción por las mañanas es buena, el turno de la tarde deja mucho que desear. En resumen no me volveria a hospedar en este hotel y no lo recomiendo para nada.",1
555,"Estuve solamente dos noches y NUNCA funcionó el WIFI, las instalaciones son viejas, huele a humedad, la llave dejó de funcionar, la ubicación está en una zona muy fea y el costo es muy parecido a otros hoteles con mejor ubicación. Intentamos cenar en el restaurante un sándwich y un plato de fruta que nunca nos llevaron (Más de 30 minutos) Definitivamente no regreso.",3
556,"Lugar tarnquilo y muy centrico, buen desayuno y amabilidad por parte del personal. Lo único que le mejoraría son los muebles de baño y la regadera porque se ven descuidados y un poco de decoracion en la habitacion porque se ve muy sobria.",4
557,"El hotel es muy viejo, todas las instalaciones están oxidadas y necesitan mantenimiento. La manija de la puerta principal estaba rota y me hacía sentir insegura por lo que pedí un cambio de habitación y me lo negaron argumentando que no había disponibilidad. Los blancos estaban percudidos y las sabanas no eran del tamaño de la cama por lo que optaron por poner sabanas individuales. El agua nunca salió caliente y se escuchan todas las puertas y regaderas de las habitaciones aledañas. La relación costo -beneficio no es congruente. Pagué más de 1000 pesos por una noche es un hotel de pésima calidad.",1
558,"Me arrepiendo de haber elegido este hotel, en esta ocasion fui de trabajo imposible aceeso a internet desde el piso 6 , viejo y sucio el hotel, el baño tenia desperfectos, la atencion en la recepción deja mucho que desear, hiceron mal el cargo del hospedaje en mi tarjeta de credito, y me dijeron que yo tenia que hablar para resolver el problema mas adelante y que me depositarian la diferencia, sigo esperando.",2
559,"pésimo el servicio por parte de restaurante, la comida estaba fea salvo algunas deberían de tener mas variedad de comida y de buffet aparte de que tienen la huevera ponen insertos en el buffet con mas huevo osea!!!! ahí creo que el chef no se esta haciendo bien su trabajo en las facturas se tardan mucho en darlas y tienes que estar atrás de ellos para que te las manden y una mesera que traía brackets con una muy mala cara junto con una cocinera que estaban platicando. en recepcion muy bien por parte de la srita. brenda me hospedo ahí pero jamas volveré a restaurante siempre y cuando cambien al personal",1
560,"Habitaciones demasiado calurosas, no se puede bajar mas la temperatura, fuga de agua en el baño, no cambian las sabanas diario, las facturas del restaurante no las envian hasta que les recuerdas nuevamente.",3
561,"Mi regadera no funcionaba, llamé a recepción 2 veces y no subieron, tuve que bajar directamente ya molesta a decirlo. No me dieron la habitación que me mostraban en mi reserva, me aseguraron que esa era y no me dieron esa. Pésimo valor para el precio, el hotel Antaris valle es un hotel mil veces mejor y cobra lo mismo. El hotel de en frente a ese está a mitad de precio y ofrecen cosas mucho mejores, atenciópn excelente, habitaciones lindas y redecoradas... ME ARREPIENTO TOTALMENTE Y HASTA EL ULTIMO DIA DE MI VIDA.",2
562,"Mi queja general es el estado de las instalaciones ya les hace falta mantenimiento en general. El tamaño del baño es muy adecuado sin embargo el espacio de la regadera extremadamente pequeño, el tubo que sostiene la cortina de la regadera oxidado al igual que los botes de basura, el espacio para poner el shampoo y el jabón dentro de la regadera se nota percudido. Algunos de los apagadores de luz no servían. El piso en general se ve desgastado. El aire acondicionado no tiene regulador de temperatura. Faltan tomas de corriente ya que estuve trabajando durante la noche y tuve que incomodar con la luz a mi familia ya que al tener una sola toma de corriente o conectaba la laptop o conectaba la lámpara. El espacio del closet desgastado tanto que no me anime a colocar mis pertenencias",3
563,"Estuve hospedado el 26 de junio del presente y al llegar a la recepción a las 2 de la tarde el recepcionista dijo que iba a hacer lo posible por tener lista la habitación ,a pesar de que estaba ya reservada, el elevador muy comodo,la habitación y baño muy amplios, solo fallas en el aparato de aire acondicionado por que tenia una gotera y hubo que hablar 4 veces a recepción para que lo atendieran,eso en un lapso de 4 horas,lo demás muy bien,solo falta mejorar la atención en recepción.",4
564,"Pidan las Suite de los cuartos 400-600. Tengo 4años llendo al hotel mision con mi pareja para pasar un rato agusto. El lugar es bonito, a buen precio y sobre todo las habitaciones estan muy amplias, comodas, mezclando historia y modernidad en las Suite. Una muy buena recomendacion para hospedarse un fin de semana y en el lugar mas centrico de todos.",5
565,"Nos alojamos en este hotel un compañero de empresa y yo hace unas semanas. No lo recomendaría a nadie, creo que es una de las peores opciones precio-calidad en las que he estado. Nos alojaron en el piso 8, la habitación parecía más digna de un hostel que de un hotel, muy antigua, sucia, la moqueta llena de manchas, el pasillo igual. El restaurante no tenía licencia para vender cerveza (primer hotel en mi vida que me pasa esto). Mi peor experiencia en MTY.",1
566,"Principalmente me gustó mucho la ubicación del hotel ya que esta muy centrico y puedes llegar caminando a lugares turisticos como el paseso santa lucia, las instaciones son muy comodas y amplias, los precios son accesibles y la atención que los empleados nos dieron fue muy buena.",5
567,"Me he hospedado en hotel misión Monterrey y el servicio es excelente, la atención de sus recepcionistas es eficiente y eficaz en especial BRENDARELY y realizó eventos en sus salas y siempre el montaje esta excelente el coffe break esta muy bueno, el clima esta excelente. La persona encargada de control de calidad tiene una sonrisa encantadora es Amable y atenta, creo que se llama Susana Sanchez González. Recomendado el hotel 👍🏻👍🏻👍🏻",5
568,"Excelente atención, aunque tuve el inconveniente de llegar antes de lo previsto, y no me resolvieron el check in, debido a la saturación de huéspedes que tenia el hotel, las camaristas muy amables, la señora lucy en especial excelente atención actitud y servicio, la regadera tenia fuga y el señor de mantenimiento la reparo en 3 minutos.",4
569,"Me atendieron muy bien en la separación de la sala para impartir un curso, tiene de varias capacidades, y el coffe brake que montaron estaba muy rico y surtido, sonbretodo las galletas, la temperatura, el equipo audiovisual y la ausencia del ruido, aun estando en el centro de la ciudad. Gracias a Todos sobretodo a Susana Sanchez.",5
570,excelente lugar para pasar con la familia o ir de negocios calidad y comodidad al mejor precio recomendado 100% muy buena ubicacion y de facil acceso habitaciones muy comodas y limpias y la comida muy rica,5
571,"Mi estancia fue durante las Olimpiadas Nacionales, todo el personal muy atento y sobre todo las camaristas que me tome la libertad en preguntar sus nombres Adriana, Graciela, Lupita, Sandra, Luz, Angeles. que nos apoyaron en todo momento para que los atletas tuvieran lo necesario en sus habitaciones y la habilidad para entregarnos las habitaciones limpias a tiempo habla muy bien de ellas, también gracias al apoyo de las sra. de lavandería que nos apoyaron de igual forma Mary y Lucy. Gracias por sus atenciones y se que el apoyo de su Ama de Llaves Luz Maria no hubieran tenido esa organización, nos tenían muy consentidos por que cada ves que llegamos de las competencias nos recibían con café de olla y Agua deliciosa en su mesa de hospitalidad el área de Alimentos muy bien",4
572,"Al llegar, resulto que nuestra reservación a pesar de haber sido pagada con anticipación, no existía, si nos dieron una habitación, pero es el colmo que la reservación se hizo en su sitio web y no la tenían registrada. Es una pena que un hotel que debería ser de buena categoría, este en tan malas condiciones, los espejos de los elevadores están rotos, la habitación que nos asignaron, que se supone era una de las mejores, la puerta no cerraba el seguro y permanecía abierta todo el tiempo, la llave del lavabo estaba tan floja, que al abrir el monomando, se movía toda la llave, había que sostenerla para poder abrirla...., no tiene caja de seguridad en la habitación, la conexión de internet jamás funciono. La limpieza de la habitación deja mucho que desear. El segundo día nos",2
573,"Hice mi reservación con varios días de anticipación, misma reservación que me confirmaron con su código interno. Llego al hotel y me dicen que no hay habitaciones y que me cambiarían al hotel de enfrente con una tarifa casi al doble de lo que la había adquirido, que no puedieron conseguir otra mas parecida. Yo ya estaba muy cansado por que fui de viaje de trabajo, a lo que acepte irme al otro hotel TREVOTEL ( hotel viejo, habitaciones sucias y con mal olor) y con la opción de regresarme la siguiente noche al hotel Mison ya que ya tendrían habitaciones (había reservado 2 noches) sigun esto el señor Mauricio de recepción me dijo que investigarían de quien era error, ya que ellos culparon a expedía por que ellos me alegaron que expedia me había cancelado la reserva, eso no era",2
574,"Urge una remodelación, precio caro para el tipo de hotel. Mala atención al huesped. Lo mejor el restaurante. Lo peor la gente de recepción. Para ser Misión es uno de los hoteles que no iria nuevamente",2
575,"Fue una agradable sorpresa el encontrar este hotel, aproveché una gran promoción que me dieron y me quedé en un junior suite, para una persona que va de trabajo como yo es lo mejor ya que tiene un gran escritorio, amplitud en la habitación, iluminación buena, un detallito en la alfombra que estaba sucia y que falta un tocador más grande, en cuanto a la comida me dieron una gran opción aparte del bufet ya que llevaba prisa y solo quería desayunar algo lígero, gran alternativa para cuando vaya a Monterrey.",5
576,"Lo mejor de este hotel es su ubicación, te queda realmente cerca la Macroplaza y de ahí varios museos, caminamos prácticamente a todos lados. En cuanto al servicio: poco enfocados a servicio a huéspedes. Se llevaron las toallas cuando limpiaron el cuarto y no dejaron toallas nuevas (?). Llame para pedir toallas que se tardaron en llegar. Nos acostamos a descansar y luego volvieron con mas toallas, no escuche que tocaran mas que una vez y me estaba parando a abrir la puerta cuando la señorita ya estaba entrando a la habitación... Pésimo... El viernes en la noche otros huéspedes llegaron a tocar a mi habitación después de haber estado corriendo por el pasillo. Llame a recepción pero nadie contestó. Después de tocar en mi habitación les dije que no estaba ahí a quien buscaban y se",2
577,"Me hospede dos noches y fue toda una decepción que ni a media estrella lega quien sabe que loco le otorgó tres estrellas. Empezaré con que el hotel no tiene NADA que ver con las fotografías, es un hotel viejo y descuidado. La ubicación, efectivamente esta cerca del centro de la Macroplaza pero... Esta feísimo y peligroso el alrededor, olvídate de caminar en la noche por ahí. Este hotel ni siquiera es una opción para pasar la noche porque la habitación es lo mas lamentable del hotel. En nuestra habitación 514 apestaba horrible a humedad y pies, el aire no servia, s ese que no le han dado mantenimiento porque la alfombra estaba súper sucia. La limpieza que es algo importante en un hotel también estuvo mal, ya que encontramos la misma basura en nuestra habitación y literal solo",1
578,"Primeramente, el hotel es muy bueno en cuanto instalaciones, una alberca no le caeria mal ya que regresa uno de trabajar y falta un poco de desestres, un gimnasio y un centro de negocios, cosas que ya son escenciales en cualquier hotel, el servicio de internet fallaba intermitentemente. el personal es excelentemente bueno!!! lo que se deberia mejorar pero en forma muy rapida, es la variedad en los alimentos, ofrecen cerveza en el menu y no la venden... falta variedad en la carta y en el desayuno buffete como 4 o 5 platillos y muchos verduras etc etc, el jugo le falta ser 100% natural pero ya en casi ningun hotel lo es. espero en mi proximo regreso mejoren los alimentos que es lo que mas beneficiaria.",4
579,Hotel muy deficiente y caro para lo que recibes. Habitaciones deprimentes. Todo viejo y desgastado. Personal amable. La zona en donde se encuentra parece ser muy insegura por la noche ya que se perciben grupos de personas sospechosas. En verdad no lo recomendaría.,2
580,"Excelente servicio, genial desayuno buffett pero si requiere atender las condiciones ya que los pasillos, alfombras y cortinas se ven viejas, gracias por la experiencia, mejoren el precio y cuando den el precio, porfavor incluyan iva de lo contrario uno solo se emociona",4
581,"Estuve 2 noches, en general la habitación estaba bien pero cualquier persona que pasaba por el pasillo se escuchaba todo, el elevador, etc. Un hotel no muy moderno, las instalaciones son viejas, por lo tanto la relación calidad-precio es deficiente. En general esta bien, pero hay mejores hoteles y mas baratos en la misma zona",4
582,exelente me encanto todo muy en especial el joven daniel lara muy atento y servicial la comida exelente los precios muy buenos y las flores del lobby muy bien todo muy centrico tambien el trato de todos muy cordiales,5
583,"Me hospede el 19 de marzo, a favor, el personal del hotel y del restaurante es muy amable y creo que hacen más de lo que esta a su alcance. En contra:el Hotel es bastante modesto, sus habitaciones muy sencillas, yo diría bastante sencillas, el baño muy austero, tiene mobiliario muy pasado de época o de moda, tampoco no cuenta con Gimnasio para quienes tratamos de hacer algo de ejercicio cuando viajamos, el restaurante tiene mobiliario viejo. Su ubicación no es muy buena para quienes deseen caminar o salir por la noche, a menos de una cuadra hay indigentes que duermen y tienen muy sucias las banquetas, por otro lado, no tiene muy buen aspecto por fuera. Esperaba otra cosa de los Hoteles Mision.",3
584,"Mi viaje fue de trabajo, pero en el hotelito me dijeron ""tenemos centro de negocios, pero el domingo no lo abrimos"" y me mandaron a un cafe internet de la esquina, malas caras desde la recepcion hasta el botones, el restaurante estaba cerrado el día que llegue, realmente fatal.",2
585,Mejorar el servicio y el precio es un poco alto es bueno lo recomiendo centrico y agradable falta clima en la habitacion chef muy bueno. Lo recomiendo en fin de semana todo cercas macro paseo santa lucia plazas comerciales excelente me encanto,5
586,"La ubicación del hotel es buena, las habitaciones cuentan con lo suficiente para pasarla bien, en la web dicen que son recientemente remodeladas yo no lo vi así, el servicio de internet la mayor parte del tiempo no funcionó",3
587,Nuestra estancia fue del 19 al 21 de diciembre 2014 y en verdad nos encanto el trato que recibimos las instalaciones estan excelente y su ubicacion me parece perfecto sin duda mi familia y yo volveremos en este proximo diciembre,5
588,"Un hotel con habitaciones sucias, alfombras con mal olor, paredes de baño salpicadas y almohadas con fundas decepcionantes. La atención del personal es buena, sin embargo no regresaría a este hotel. El precio es aceptable y es céntrico para moverte en la ciudad.",2
589,"Nos quedamos en diciembre por vacaciones y yavestaba muy cerca la fecha del 25. Nos gusto mucho la decoración, con pinito y canciones de Navidad. Hubo alguien con traje de Santa y nos tomamos fotos. Y también pudimos ver parte del personal del Hotel y todos se estaban contentos. En la habitación la calefacción estaba muy bien, no tuvimos problema alguno además el agua caliente de la regadera estaba muy bien. Y en la cd. Había mucha gente haciendo sus compras porque el hotel esta en el centro de la cd a una sola cuadra.",5
590,"Un hotel con muy mala relación calidad-precio: el agua caliente tardó más de 15 minutos en salir, las alfombras de los pasillos están notoriamente sucias, y el segundo día al regresar del paseo, el lavabo estaba sucio, aún con restos de pasta de dientes y cabellos, ni que decir del excusado. Por otro lado las fotos de la página muestran habitaciones que son agradables a la vista, pero al menos la que nos asignaron lucía como la de un hotel viejo. Definitivamente me decepcionó, ya que a decir por la fama de esta cadena y su galería esperaba algo mucho mejor. Tip: pueden conseguir un hotel mucho mejor inclusive en ubicación y por la misma tarifa, ya que la zona aunque céntrica, por la noche no es la más segura.",1
591,"Muy accesible en costo. Buena atención en recepción incluyendo asesoría turística pertinente. Internet funcional. Habitación limpia y agradable ambiente. Café y/o bebida fresca de cortesía las 24 horas; Cerca de Macroplaza, área comercial céntrica, Paseo Santa Lucía, Río Santa Catarina, Parque Alameda. De fácil acceso. Sinceramente, muy recomendable. Gracias a todo el personal.",4
592,"Hotel viejo con instalaciones en pésimo estado, el lavabo sucio y tapado, 3 lamparas de la habitación no funcionaban, alfombra sucia, muy mala atención en recepción y personal carente de capacitación y actitud de servicio. En el restaurante no había meseros, tuve que solicitar servicio a la cajera y me enviaron a un cocinero a que me tomara la orden, no me pusieron cubiertos, la comida regular, sillas viejas. Tenia reservación para 3 noches al final me tuve que cambiar de hotel al IStay que esta casi enfrente mucho mejor y al mismo costo. Las imágenes y opiniones que tienen en tripadvisor y expedía están arregladas y sobrevaloradas, NO SE HOSPEDEN AHI",2
593,"Con algunos detalles de mantenimiento, el personal del Hotel se mostró amable y disponible a atender todas nuestras peticiones. Céntrico, sin embargo las condiciones de inseguridad en la ciudad no permiten mucho respecto a ir caminando hacia lugares céntricos como la Macroplaza o restaurantes cercanos. Creo que la comida es buena, el chef Ofir lo hace muy bien, Santiago el encargado del restaurante, Daniel de recepción y la Gerente Erandi. Tarifas adecuadas por el servicio recibido y tienen convenios con muchas empresas, asi que es una buena opción.",3
594,"Por estar a unas cuadras de la macroplaza se entendera que es uno de los hoteles con mejor ubicacion y con mejor servicio, el cual me dejo mucho que desear, los elevadores se tardan mas de 5 minutos en llegar y ya en la habitación las tarjetas no sirven!! Perdi mas de una hora en subir y bajar, la suite en muy buen estado, muy amplia y limpia pero en si el hotel deja mucho que desear.",3
595,"El cuarto del tercer piso me parecio que no tiene buen mantenimiento ya que no servia el aire acondicionado, sin embargo nos cambiaron de cuarto al 5to piso al segundo dia y este estuvo mucho mejor, se sentía un mejor ambiente,",4
596,El hotel esta muy chiko el estacionamiento pésimo y los costos del hotel muy caros su restaurante es malo x q la comida no esta buena el servicio de los meseros es deficiente no me agrado para nada el,3
597,"La atención del personal es de los mejores, la comida del restaurante con muy buen sabor y el pan dulce esta muy fresco, tiene buena ubicación para poder moverse a otras zonas de esta ciudad y poder conocerla.",5
598,"El hotel es fácil de ubicar, cercano a los sitios de interés en la ciudad de Monterrey. Hay facilidad de transporte pues el hotel te brinda con facilidad la localización de un servicio de taxi sin riesgos ya sea que te apoye estando en el hotel o incluso estando en otra parte de la ciudad asegurándose que vayan por ti de acuerdo a tus indicaciones. El personal en general desde seguridad, recepción, intendencia, re camareras, ama de llaves, mantenimiento, personal administrativo te brindan lo mejor de ellos sin excepción y eso hace que el inmueble aunque un poco viejo no sea un punto en contra pues apuesta al 100% en su personal para que el huésped tenga una mejor estancia en todos los sentidos. El hotel cuenta con su propio restaurante, Cuenta con un horario de atención",5
599,"El hotel tiene una ubicación inmejorable para estar cerca de todo lo necesario en un viaje de negocios. El personal es amable y servicial, vigilan la seguridad, se preocupan por atender las solicitudes y sobre todo se adaptan a las necesidades de cada huésped. Si bien las instalaciones ya cuentan con sus años el hotel esta bajo un buen mantenimiento y todo dentro de los cuartos funciona bien. La limpieza se deja ver e igual se adapta a los horarios de cada persona. Tiene vías de acceso hacia todos los puntos de la Ciudad y para distraerse un rato es posible ir caminando a la plaza central y por lógica a todos los museos y restaurantes al rededor de esta. El restaurante cambió y permite elegir mas y mejor variedad en el menú. La comida esta bien preparada, es fresca e igual que",5
600,"Me hospede hace unos dias ahi y he de mencionar que la señorita que me recibió fue la misma con la que hice mi checkout y solicité mi factura... Mil felicidades! Me tome el atrevimiento de preguntar su nombre pues no llevaba consigo un gaffette, de momento recuerdo solo su nombre... Necesitan mas recepcionistas como Mayra en ese hotel! Si regreso, que yo espero que asi sea, espero que me atienda ella, no hubo un solo problema con mi reservacion y es bastante amable y rapida, se encuentran pocas señoritas asi, en muchos hoteles, mchas te hacen mala cara. Por otro lado, me gusto la comida del restaurant, el desayuno buffet no es muy bueno, faltan muchos guisos, de ahi en fuera, todo muy bien, felicidades!",5
601,"Buen Hotel, Limpieza tanto en habitaciones como en el resto del hotel,buena atencion, buena ubicacion, restaurante correcto. El unico problema en mi habitacion no habia mucha cobertura de WIFI. Daniel Lara Garcia",4
602,"La foto que aparece promocionando el hotel no tiene nada que ver con las habitaciones en verdad, es publicidad engañosa, el hotel esta súper viejo y sucio, cuando entré en el baño la taza estaba sucia con marcas de que nunca la tallan y en el tuvo del lavabo había una basura como de chicle que los días que estuve ahí nunca la quitaron, al abrir mi cama, un hoyo muy grande en la cobija, que no me cambiaron hasta el día siguiente que me queje, lo peor fue el último día que se escucha todo lo el vecino y tuve que soportar hasta las 5 de la mañana el ruido de la tele, porque llame a recepción para quejarme y no hicieron nada. Llego a las 6 otra persona a la habitación del vecino y empezaron a hacer mucho ruido y nadie hizo nada. Fue una de mis peores experiencias en hoteles.",1
603,Su ubicación es muy buena pero las habitaciones muy viejas y se ven deprimentes el servicio de la recepcionista fue muy mal muy déspota contestaba de mala gana y no volteaba a vernos el servicio de restaurant es bueno,3
604,"En realidad todo está bien, el servicio a la habitación es muy bueno. El desayuno buffet es agradable, el café de la habitación es de diario algo que en muchos hoteles no existe. Lo único que solicitaría son facturas al instante, tardan mucho para elaborar solamente una.",4
605,"Las instalaciones en general viejas, los botones de los elevadores no sirven y las tarjetas para entrar a la habitación no sirven correctamente! En general la suite muy espaciosa y limpia pero en conjunto el hotel deja mucho que desear!",2
